Comune;Provincia;Denominazione struttura;Categoria;Classificazione;Id struttura;Indirizzo;CAP;Sigla provincia;Frazione;Localita;Posta elettronica;Telefono;FAX;Indirizzo internet;Camere;Suite;Letti;Bagni;Prima colazione;In abitato;Sul lago;Vicino eliporto;Vicino aereoporto;Zona centrale;Vicino impianto risalita;Zona periferica;Zona stazione FS;Attrezzature;Carte di pagamento accettate;Lingue;Attrezzature sportive;Attrezzature congressi;Longitudine;Latitudine
MORTARA;PAVIA;DELLA TORRE;Alberghiere;Alberghi 1 stelle;191650216;VIA CONTRADA DELLA TORRE, 7;27036;PV;;;studiopanza@studiopanza.it;0384/90775;0384/90775;;8;0;18;8;Si;No;No;No;No;Si;No;No;No;Ristorante,Bar,Accettazione animali domestici,Aria condizionata non centralizzata;Visa,Bancomat;Francese;;;8.73893938;45.2523286
MORTARA;PAVIA;HOTEL BOTTALA;Alberghiere;Alberghi 2 stelle;191650213;C.SO GARIBALDI, 1;27036;PV;;;hotelmortara01@gmail.com;038492800;;;25;0;42;25;No;No;No;No;No;Si;No;No;Si;Ristorante,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Parcheggio non custodito;Visa,CartaSi;Inglese,Francese;;;8.73281141;45.25204622
MORTARA;PAVIA;LOCANDA TRENTO;Complementari;Locande;191650145;VIA TRENTO, 12;27036;PV;;;info@alloggiotrento.it;038498727;038498727;;6;0;11;6;Si;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Parcheggio privato,Somministrazione alimenti,Somministrazione bevande,Somministrazione alcolici;;;;;8.74297722;45.25434763
MORTARA;PAVIA;NEW POLO;Alberghiere;Alberghi 3 stelle;353649952;VIA XI SETTEMBRE SNC;27036;PV;;;amministrazione@alpolo.it;0384298470;;;13;0;24;13;Si;No;No;No;No;No;No;Si;No;Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a vetture private,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,Servizio in camera,Area fumatori,WI-FI in aree comuni,Sala accoglienza;;;;;8.71682747;45.24656597
MORTARA;PAVIA;SAN MICHELE;Alberghiere;Alberghi 3 stelle;191650214;CORSO  GARIBALDI 20;27036;PV;;;davide@ilcuuc.191.it;038499106;0384/99106;www.ilcuuc.it;18;1;25;19;Si;No;No;No;No;Si;No;No;Si;Ristorante,Ristorante vegetariano,Bar,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,Servizio in camera,WI-FI in aree comuni,Televisione satellitare;American express,Visa,Master Card,Maestro,Bancomat,CartaSi;Inglese,Francese,Spagnolo,Arabo;;Numero sale congressi 1,Congressi capacita' Min 10,Congressi capacita' Max 40;8.73334488;45.25199927
MORTARA;PAVIA;VILLA SANT'ESPEDITO;Alberghiere;Alberghi 3 stelle;191650217;STRADA PER CERETTO, 660;27036;PV;;;santespedito@santespedito.it;0384/99904;0384/294777;www.santespedito.it;16;1;23;16;Si;No;No;No;No;No;No;Si;No;Ristorante,Ristorante vegetariano,Bar,Giochi per bambini,Sala lettura separata,Sala televisione separata,Parco o giardino,Servizio congressi,Accesso a vetture private,Custodia valori in cassaforte,Aria condizionata non centralizzata,Access. diversamente abili totale,Parcheggio non custodito;Tutte,Bancomat;Inglese,Francese;Campo da calcetto,Campo da tennis;Numero sale congressi 2,Congressi capacita' Max 40;8.7138234;45.2487144
OLEVANO DI LOMELLINA;PAVIA;AGR. SARTORI ALESSANDRA;Complementari;Alloggi Agrituristici;382543512;;;PV;;;;;;;3;0;6;3;No;No;No;No;No;No;No;No;No;;;;;;8.7172694;45.2129605
OLEVANO DI LOMELLINA;PAVIA;AGR. TENUTA SAN GIOVANNI;Complementari;Alloggi Agrituristici;352061306;VIA UBERTO DE OLEVANO 6;27020;PV;;;;;;www.leonedilomellina.it;4;0;7;4;Si;No;No;No;No;No;No;Si;No;Access. diversamente abili totale,Accettazione animali domestici,Area attrezzata gioco bimbi,Attivit? didattiche varie,Barbecue;Master Card,CartaSi;Inglese;Visite guidate,Noleggio biciclette,Partecipazione alle attività agricole aziendali;;8.71500646;45.21363628
OTTOBIANO;PAVIA;LA CHIOCCIOLA;Alloggi privati in affitto;Bed & Breakfast;381995690;VIA  TOSI 18;27030;PV;;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;8.82690594;45.15468264
PALESTRO;PAVIA;OSPITALIERE LA TORRE MERLATA;Alloggi privati in affitto;Bed & Breakfast;388885051;VIA VODANO 5;27030;PV;;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;Posto auto;;Inglese,Francese;;;8.5327581;45.29828959
PARONA;PAVIA;AGR. LE PIAZZE;Complementari;Alloggi Agrituristici;191650047;VIA SCOCCHELLINA, 9;27020;PV;;;;;;www.agriturismolepiazze.com;10;0;20;4;Si;No;No;No;No;No;No;Si;No;Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Area attrezzata gioco bimbi,Estintori,Giochi per bambini,Pista da ballo,Riscaldamento,Sala lettura separata;Tutte,Bancomat;Inglese,Francese;Visite guidate,Campo da pallavolo,Piscina scoperta,Partecipazione alle attività agricole aziendali,Maneggio,Trekking;;8.75783304;45.28280298
PARONA;PAVIA;ALBERGO RISTORANTE GIARDINO;Alberghiere;Alberghi 1 stelle;191650108;VIA VITTORIO VENETO, 28;27020;PV;;;anitasas@libero.it;0384/253473;0384/252631;;9;0;14;9;Si;No;No;No;No;Si;No;No;No;Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori;Tutte,Bancomat;Inglese,Francese,Spagnolo,Tedesco;;;8.74705525;45.28376751
PAVIA;PAVIA;AFFITTACAMERE FORESTERIA LOMBARDA SAN MATTEO DI MILISENDA C.;Complementari;Foresterie lombarde;191650226;VIA INDIPENDENZA, 70;27100;PV;;;joselita.milisenda@tin.it;0382468777 - 3398896466;0382468777;;4;0;9;2;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Lavaggio e stiratura biancheria;;;;;9.15303742;45.19514377
PAVIA;PAVIA;AFFITTACAMERE MINERVA FORESTERIA LOMBARDA;Complementari;Foresterie lombarde;352307486;VIALE VITTORIO EMANUELE 23;27100;PV;;;affittacamereminerva@gmail.com;3295337844;;;5;0;9;5;No;No;No;No;No;No;No;No;No;;;;;;9.14613985;45.18790909
PAVIA;PAVIA;AFFITTACAMERE PAVIA FORESTERIA LOMBARDA;Complementari;Foresterie lombarde;382763654;VIALE GOLGI 40;27100;PV;;;info@affittacamerepavia.com;03821862957;;;5;0;10;5;No;No;No;No;No;No;No;No;No;;;;;;9.14610382;45.19433831
PAVIA;PAVIA;AGR. CASCINA BONPIUMAZZO;Complementari;Alloggi Agrituristici;191650042;STRADA BONPIUMAZZO, 250;27100;PV;;;;;;""www.risopavia.it; </a><a href=""risopavia@gmail.com"" target=""_blank""> risopavia@gmail.com"";8;0;16;8;No;No;No;No;No;No;No;No;No;Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Lavaggio e stiratura biancheria,Riscaldamento,Trasporto clienti stazione;Bancomat;;Visite guidate;;9.20871357;45.18998874
PAVIA;PAVIA;AGR. CASCINA MARZANA;Complementari;Alloggi Agrituristici;355896792;STR. MARZANA 150;27100;PV;;;;;;;6;0;12;6;Si;No;No;No;No;No;No;No;No;;;;;;9.20864879;45.19034928
PAVIA;PAVIA;AGR. CASCINA MORA;Complementari;Alloggi Agrituristici;315954447;STRADA CASCINA MORA 800;27100;PV;;;;;;;12;0;21;12;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accettazione gruppi,Riscaldamento,Sala accoglienza,Sala lettura separata,Sala riunioni attrezzata,Sala televisione separata;;Inglese,Francese,Tedesco;;;9.20961885;45.18304832
PAVIA;PAVIA;AMACA;Complementari;Foresterie lombarde;345314577;VIA BRAMBILLA 90;27100;PV;;;info@amaca-pavia.it;3356864621;;www.amaca-pavia.it;6;0;12;6;Si;No;No;No;No;No;No;No;No;;;;;;9.14878846;45.20474932
PAVIA;PAVIA;A NEW GUESTHOUSE FORESTERIA LOMBARDA;Complementari;Foresterie lombarde;329255121;VIALE GOLGI 42;27100;PV;;;guesthousemaiocchi@gmail.com;3286393588;;www.affittacamere.pavia.it;6;0;12;6;Si;No;No;No;No;No;No;No;No;;;;;;9.14602418;45.19416868
PAVIA;PAVIA;ATTENTI AL LUPO!;Alloggi privati in affitto;Bed & Breakfast;356776366;VIA SETTI 3;27100;PV;;;;;;;3;0;5;2;No;No;No;No;No;No;No;Si;No;;;;;;9.16343336;45.19391528
PAVIA;PAVIA;AURORA;Alberghiere;Alberghi 3 stelle;191650220;V.LE VITTORIO EMANUELE II 25;27100;PV;;;info@hotel-aurora.eu;038223664;0382/21248;www.hotel-aurora.eu;21;0;33;21;No;No;No;No;No;Si;No;No;Si;Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Riscaldamento,Internet point,Estintori,Ecohotel,WI-FI in aree comuni,Sala accoglienza;Visa,Master Card,Eurocard,CartaSi;Inglese,Francese;;;9.14613985;45.18790909
PAVIA;PAVIA;B&B VILLA MARISA;Alloggi privati in affitto;Bed & Breakfast;383200508;VIA LOVATI 23;27100;PV;;;;;;;2;0;7;2;No;No;No;No;No;No;No;No;No;;;Inglese,Francese,Spagnolo;;;9.14039288;45.19346113
PAVIA;PAVIA;BOFFINI ROSANNA;Complementari;Foresterie lombarde;389803498;VIA TICINELLO 20;27100;PV;;;vecchio.boffini@tiscali.it;038229417;;;2;0;4;0;No;No;No;No;No;No;No;No;No;;;;;;9.14491785;45.18682518
PAVIA;PAVIA;CAMERECAFFE';Complementari;Foresterie lombarde;390458889;CORSO GARIBALDI 32;27100;PV;;;camerecaffepavia@gmail.com;3913969913;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.15913339;45.18226308
PAVIA;PAVIA;CAMPING TICINO;Complementari;Campeggi e aree attrezzate per camper e roulotte 2 stelle;352968612;VIA MASCHERPA 10/16;27100;PV;;;camping.ticino@libero.it;0382527094;;;53;0;156;21;No;No;No;No;No;No;No;No;No;Parcheggio custodito,Area attrezzata gioco bimbi,Solarium,Internet point,Locale di ritrovo;;;Calciobalilla,Piscina scoperta,Campo da calcio,Tennis da tavolo;;9.12074724;45.19511161
PAVIA;PAVIA;CASA BILLA CASCINA GIULIA;Alloggi privati in affitto;Bed & Breakfast;382642560;VIA MASCHERPA 71;27100;PV;;;;;;;1;0;2;1;No;No;No;No;No;No;No;Si;No;;;;;;9.11874326;45.19673909
PAVIA;PAVIA;CASA VACANZE PAVIA RESIDENCE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;382764317;VIA CORALLI 9;27100;PV;;;;;;;5;0;16;5;No;No;No;No;No;No;No;No;No;;;;;;9.13233755;45.18956059
PAVIA;PAVIA;CASCINA SCOVA RESORT;Alberghiere;Alberghi 4 stelle;191650134;VIA VALLONE 18;27100;PV;;;resort@cascinascova.it;0382413604;0382/476328;www.cascinascova.it;39;8;76;39;Si;No;No;No;No;No;No;Si;No;Ascensore,Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,Jacuzzi/Idromassaggio,Servizio in camera,Piscina scoperta,Televisione satellitare,SKY,Solarium con piscina,Sala accoglienza,Piscina coperta,Fitness/centro salute,Bagno turco;Tutte,Bancomat;Inglese,Francese,Spagnolo,Tedesco;Campo da calcetto,Piscina scoperta,Fitness/centro salute,Campo da tennis;Numero sale congressi 2,Congressi capacita' Max 100;9.18674937;45.18412445
PAVIA;PAVIA;CIVICO 1 DI MF ROOMS;Complementari;Foresterie lombarde;390829525;VIA MATTEO BANDELLO 1;27100;PV;;;mfcivico1@gmail.com;3403398424;;;3;0;5;3;No;No;No;No;No;No;No;No;No;;American express,Visa,Master Card,Diners,Maestro,Bancomat;Inglese;;;9.16531354;45.19286689
PAVIA;PAVIA;DELLA STAZIONE DI LORENZO MARIA FRIGE' AFFITTACAMERE FORESTERIA LOMBARDA;Complementari;Foresterie lombarde;191650225;VIALE VITTORIO EMANUELE II 14;27100;PV;;;;038229321-3388320712;038229321;;6;0;13;3;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Ascensore;;Inglese,Francese;;;9.1457481;45.1879077
PAVIA;PAVIA;FERRINI APARTAMENT DI MF ROOMS SAS ORLANDO FORTUNATO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390491199;VIA FERRINI 1;27100;PV;;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.1663062;45.18940203
PAVIA;PAVIA;FONDAZIONE SANT'AGOSTINO - NUOVO COLLEGIO S. AGOSTINO;Complementari;Case per ferie;303885092;VIA MONTE SANTO 2;27100;PV;;;;;;;57;0;57;55;No;;;;;;;;;Access. diversamente abili parziale;;;;;9.14941687;45.1856556
PAVIA;PAVIA;FORESTERIA LOMBARDA AFFITTACAMERE EXCELSIOR;Complementari;Foresterie lombarde;353983064;P.LE STAZIONE 25;27100;PV;;;info@excelsiorpavia.com;038228597;038226030;;6;0;12;6;No;No;No;No;No;No;No;No;No;;;;;;9.14474612;45.18805769
PAVIA;PAVIA;FORESTERIA LOMBARDA AFFITTACAMERE EXCELSIOR PAVIA;Complementari;Foresterie lombarde;354008545;P.LE STAZIONE 25;27100;PV;;;info@excelsiorpavia.com;038228596;;;6;0;12;6;No;No;No;No;No;No;No;No;No;;;;;;9.14474612;45.18805769
PAVIA;PAVIA;GALLERIA ARNABOLDI MAISON D'HOTES;Complementari;Foresterie lombarde;387234650;PIAZZA DEL LINO 11;27100;PV;;;info@galleria-arnaboldi.com;0382571072;;;2;0;6;2;No;No;No;No;No;No;No;No;No;;;;;;9.15564506;45.18493307
PAVIA;PAVIA;HOTEL EXCELSIOR;Alberghiere;Alberghi 3 stelle;191650219;P.LE STAZIONE, 25;27100;PV;;;info@hotelexcelsiorpavia.com;0382/28596;0382/26030;www.hotelexcelsiorpavia.com;24;0;35;24;Si;No;No;No;No;Si;No;No;Si;Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,WI-FI in aree comuni,Sala accoglienza;Tutte;Inglese,Francese;;;9.14474612;45.18805769
PAVIA;PAVIA;IL CASCINETTO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;382655691;VIA TAVAZZANI 35/D;27100;PV;;;;;;;10;0;25;9;No;No;No;No;No;No;No;No;No;;;;;;9.1789112;45.19800839
PAVIA;PAVIA;ISTITUTO SUORE MISSIONARIE DELL'IMMACOLATA REGINA DELLA PACE;Complementari;Case per ferie;306220417;P.LE GOLGI 47/49;27100;PV;;;;;;;12;0;21;16;No;;;;;;;;;;;;;;9.14978925;45.19519584
PAVIA;PAVIA;LA CASA DI MIMI';Alloggi privati in affitto;Bed & Breakfast;334074653;VIA MADONNINA 51;27100;PV;;;;;;;1;0;2;1;No;No;No;No;No;No;No;Si;No;;;;;;9.19508542;45.1799936
PAVIA;PAVIA;LE AZALEE;Alloggi privati in affitto;Bed & Breakfast;355152174;VIA FRANCANA 501;27100;PV;;;;;;;1;0;2;1;No;No;No;No;No;No;No;Si;No;;;;;;9.19129832;45.17497083
PAVIA;PAVIA;LE STANZE DEL CARDINALE;Complementari;Foresterie lombarde;386396277;VIA CARDINAL RIBOLDI 46;27100;PV;;;info@lestanzedelcardinale.com;0382571072;;www.lestanzedelcardinale.com;5;0;9;5;Si;No;No;No;No;No;No;No;No;;;Inglese,Francese,Tedesco;;;9.15270474;45.18433094
PAVIA;PAVIA;L'OLIVETTA;Alloggi privati in affitto;Bed & Breakfast;387232006;VIA MONTEFIASCONE 19;27100;PV;;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.17541929;45.17840393
PAVIA;PAVIA;MASSIMILIANO MAGRI;Complementari;Foresterie lombarde;389392992;VIALE BRAMBILLA 58;;PV;;;grandinote@gmail.com;3486701291;;www.grandinote.it;1;0;1;1;No;No;No;No;No;No;No;No;No;;;;;;9.14999285;45.20125204
PAVIA;PAVIA;MAURIZIO BARBARO FORESTERIA LOMBARDA;Complementari;Foresterie lombarde;191650107;VIALE VITTORIO EMANUELE II, N. 14;27100;PV;;;;0382/29321 - 338/8320712;0382/29321;;4;0;5;2;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Ascensore;;Inglese,Francese;;;9.1457481;45.1879077
PAVIA;PAVIA;MF ROOMS GOLGI DI FORTUNATO ORLANDO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;391208293;VIALE  CAMILLO GOLGI 2;27100;PV;;;;;;;2;0;5;1;No;No;No;No;No;No;No;No;No;;;;;;9.14822361;45.19562941
PAVIA;PAVIA;MI CASA TU CASA;Alloggi privati in affitto;Bed & Breakfast;390685207;VIA BONA DI SAVOIA 10/D;27100;PV;;;;;;;1;0;2;0;No;No;No;No;No;No;No;No;No;;;;;;9.16550647;45.1933605
PAVIA;PAVIA;MODERNO;Alberghiere;Alberghi 4 stelle;191650221;VIALE VITT. EMANUELE, 41;27100;PV;;;info@hotelmoderno.it;0382/303401;0382/25225;www.hotelmoderno.it;49;2;92;49;Si;No;No;No;No;Si;No;No;Si;Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala televisione separata,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Internet point,Estintori,Jacuzzi/Idromassaggio,Servizio in camera,WI-FI in aree comuni,Televisione satellitare,SKY,Bagno turco,Biciclette per ospiti;Tutte,Bancomat;Inglese,Francese,Spagnolo;;Numero sale congressi 2,Congressi capacita' Min 30,Congressi capacita' Max 60;9.14585144;45.18814458
PAVIA;PAVIA;MOOD FLARER;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;391013941;VIA FLARER 21;27100;PV;;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.14393257;45.19444789
PAVIA;PAVIA;MOOD SAN MATTEO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390480633;VIA LOMBROSO 17;27100;PV;;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.1482366;45.19525917
PAVIA;PAVIA;MOOD SRL FORESTERIA LOMBARDA;Complementari;Foresterie lombarde;388302895;VIA SIRO COMI 35;;PV;;;moodsrl@gmail.com;3338586581;;;2;0;3;0;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accettazione animali domestici,Cucina di uso comune,Frigorifero,Parco o giardino;;Inglese,Francese,Spagnolo;;;9.15586986;45.18362806
PAVIA;PAVIA;MOOD VILLA GLORI;Complementari;Foresterie lombarde;390480258;VIA VILLA GLORI 12;27100;PV;;;moodvillaglori@gmail.com;3338586581;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.15744877;45.18289305
PAVIA;PAVIA;NAVIGLIETTO DI MF ROOMS SAS ORLANDO FORTUNATO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390490837;VIALE SICILIA 115;27100;PV;;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.16580515;45.18852708
PAVIA;PAVIA;OSTELLO SANTA MARIA IN BETLEM;Complementari;Ostelli per la gioventù;329987514;VIA PASINO 7;27100;PV;;;info@ostellosantamariainbetlem.com;3313046459;038225193;www.ostellosantamariainbetlem.com;6;0;22;2;No;;;;;;;;;Accesso a vetture private,Aria condizionata,Locale di ritrovo;;Inglese,Indiano;;;9.15100825;45.17754552
PAVIA;PAVIA;PAVIA AFFITTACAMERE FORESTERIA LOMBARDA;Complementari;Foresterie lombarde;355984220;VIA RASORI 1;27100;PV;;;info@paviaaffittacamere.it;0382526783;;;6;0;10;6;No;No;No;No;No;No;No;No;No;;;;;;9.14572943;45.19438421
PAVIA;PAVIA;PAVIA OSTELLO;Complementari;Ostelli per la gioventù;388150125;VIA BRENTA 3;27100;PV;;;info@paviaostello.it;0382528865;;www.paviaostello.it;8;0;25;8;No;;;;;;;;;;;;;;9.12444249;45.1958603
PAVIA;PAVIA;RESIDENCE PAVIA SNC DI SISTI GIAN ALBERTO E C.;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;349649481;VIA FILIPPO COSSA 12;27100;PV;;;;;;;10;0;20;10;No;No;No;No;No;No;No;No;No;;;;;;9.15145614;45.18395873
PAVIA;PAVIA;RESIDENZA I MILLE;Alloggi privati in affitto;Bed & Breakfast;191650201;VIA DEI MILLE 117;27100;PV;;;;;;;2;0;4;2;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese;;;9.14991587;45.17708159
PAVIA;PAVIA;RESIDENZIALE IL NAVIGLIO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;303315318;VIA RISMONDO 64/66;27100;PV;Via Rismondo, 64/66;Pavia;;;;www.ilnaviglio.com;6;0;21;6;No;No;No;No;No;No;No;No;No;Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;Visa,Bancomat;;;;9.1572695;45.1964261
PAVIA;PAVIA;ROSENGARTEN;Alberghiere;Alberghi 3 stelle;191650222;VIA LOMBROSO, 21/23;27100;PV;;;info@rosengarten.pv.it;0382/526312;0382/525186;www.rosengarten.pv.it;58;0;100;58;Si;No;No;No;No;No;No;Si;Si;Ascensore,Ristorante,Tavernetta o tavola calda,Bar,Sala lettura separata,Sala televisione separata,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Custodia valori in cassaforte,Aria condizionata centralizzata,Aria condizionata non centralizzata,Riscaldamento,Parcheggio non custodito,Videogiochi,Internet point,Estintori,WI-FI in aree comuni;Tutte,Bancomat;Inglese,Francese,Spagnolo;;Numero sale congressi 1,Congressi capacita' Max 30;9.14859767;45.19532218
PAVIA;PAVIA;ROSENGARTEN DIPENDENZA;Alberghiere;Alberghi 2 stelle;191650028;VIA LOMBROSO, 21/23;27100;PV;;;rosengartenpv@tin.it;0382/526312;0382/525186;www.rosengarten.pv.it;29;0;51;29;Si;No;No;No;No;No;No;Si;Si;Ascensore,Ristorante,Tavernetta o tavola calda,Bar,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Custodia valori in cassaforte,Aria condizionata centralizzata,Aria condizionata non centralizzata,Riscaldamento,Parcheggio non custodito,Estintori,WI-FI in aree comuni;Tutte,Bancomat;Inglese,Francese,Spagnolo;;;9.14859767;45.19532218
PAVIA;PAVIA;THE' ALLE CINQUE;Alloggi privati in affitto;Bed & Breakfast;336020663;VIA CA DELLA TERRA 55/57;27100;PV;;;;;;;3;0;9;3;No;No;No;No;No;No;No;No;No;Accesso a vetture private,Parco o giardino;;Inglese,Francese,Tedesco;;;9.19294189;45.20575743
PAVIA;PAVIA;TORNADO;Complementari;Foresterie lombarde;348055754;VIA MARCHESI 35;27028;PV;;;tornadosrl@virgilio.it;0382557206;;;4;0;7;3;No;No;No;No;No;No;No;No;No;;;;;;9.17741236;45.20024298
PIETRA DE'GIORGI;PAVIA;AGR. TENUTA CALCABABBIO;Complementari;Alloggi Agrituristici;351086196;VIA CALCABABBIO 1;27040;PV;;;;;;www.tenutacalcababbio.it;4;0;8;5;Si;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Attivit? didattiche varie,Estintori,Riscaldamento,Sala accoglienza,Sala lettura separata,Sala riunioni attrezzata,Sala televisione separata,Trasporto clienti stazione;;;;;9.2185375;45.0299553
PIETRA DE'GIORGI;PAVIA;ALBERGO RISTORANTE SAVINI SNC;Alberghiere;Alberghi 3 stelle;191650227;FRAZ. MOLINO, 114;27040;PV;;;savinims@libero.it;0385/85168;0385/85168;;14;0;25;14;No;No;No;No;No;Si;No;No;No;Ascensore,Ristorante,Bar,Giochi per bambini,Sala televisione separata,Parco o giardino,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento;Tutte;Inglese;;;9.230356;45.02136
PIETRA DE'GIORGI;PAVIA;GLI ACINI;Alloggi privati in affitto;Bed & Breakfast;335131244;LOCALITA' CANOVA 20;;PV;;;;;;www.antoniodellabianca.it;3;0;6;3;No;No;No;No;No;No;No;No;No;Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Biciclette per ospiti,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;;;;9.230356;45.02136
PIEVE DEL CAIRO;PAVIA;AL PORTONE;Complementari;Foresterie lombarde;191650229;PIAZZA MARCONI, 10;27037;PV;;;wa81@hotmail.it;0384831217;0384831210;;6;0;12;6;Si;No;No;No;No;No;No;No;No;Bar,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Custodia valori in cassaforte,Aria condizionata non centralizzata,Riscaldamento,Internet point,Estintori;;Inglese,Francese;;;8.80606512;45.05177956
PIEVE PORTO MORONE;PAVIA;IL MORONE;Complementari;Ostelli per la gioventù;355171955;VIA ROMA 2;27017;PV;;;ostelloilmorone@gmail.com;0382728295;0382728295;;3;0;13;3;No;;;;;;;;;Access. diversamente abili parziale,Accesso a vetture private,Accettazione gruppi,Aria condizionata,Estintori,Locale di ritrovo,Sala televisione separata,Telefono per uso comune;;;;;9.43721714;45.11090108
